job_name,company,company_info,company_size,company_type,city,salary_min,salary_max,exp,education,job_advantage1,job_advantage2,job_advantage3,job_advantage4,job_advantage5,job_advantage6,job_advantage7,job_advantage8,job_advantage9,job_advantage10
高级诚聘资产分析师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,2.5万/月,5-7年经验,大专,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
数据科学家,北京灵数科技有限公司,创业公司 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京-海淀区,1.4,2.2万/月,无工作经验,,['五险一金', '交通补贴', '餐饮补贴', '年终奖金', '定期体检'],,,,,
投资核算/数据分析/账管运营,北京市精诚兴信息有限责任公司,国企 ,500-1000人 ,"专业服务(咨询、人力资源、财会),通信/电信/网络设备",北京-西城区,4.5,6千/月,无工作经验,,['五险一金', '包吃', '加班费', '做五休二'],,,,,,
大数据分析工程师,汇桔网,民营公司 ,1000-5000人 ,互联网/电子商务,北京-海淀区,1.2,2万/月,5-7年经验,本科,['做五休二', '五险一金', '节日福利', '专业培训'],,,,,,
数据分析,鑫茂荣信投资管理（北京）有限公司,民营公司 ,500-1000人 ,金融/投资/证券,北京-朝阳区,6,8千/月,1年经验,本科,,,,,,,,,,
媒介数据分析,北京市渠道网络技术开发有限公司,民营公司 ,500-1000人 ,"互联网/电子商务,广告",北京,5,8千/月,无工作经验,,,,,,,,,,,
运营数据分析专员,车音智能科技有限公司,民营公司 ,150-500人 ,"互联网/电子商务,计算机软件",北京,4.5,6千/月,无工作经验,大专,['五险一金', '员工旅游', '通讯补贴', '绩效奖金', '弹性工作', '定期体检'],,,,
数据分析专员,北京捷文科技股份有限公司,国企 ,1000-5000人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,0.8,1万/月,2年经验,本科,['五险一金', '专业培训', '餐饮补贴', '年终奖金', '绩效奖金'],,,,,
数据分析（运营）,好未来教育（原学而思教育),上市公司 ,10000人以上 ,"互联网/电子商务,教育/培训/院校",北京-海淀区,6,8千/月,1年经验,本科,['五险一金', '年终奖金', '定期体检', '全勤奖', '节日福利', '做一休一', '交通补贴', '绩效奖金'],,
医学部技术顾问,南京世和基因生物技术有限公司,民营公司 ,150-500人 ,"制药/生物工程,学术/科研",北京,1,1.8万/月,无工作经验,硕士,['五险一金', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '定期体检', '弹性工作']
数据分析工程师（Oracle开发方向）,北京中油瑞飞信息技术有限责任公司,国企 ,1000-5000人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,1,2万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '免费班车', '通讯补贴', '专业培训', '绩效奖金', '定期体检', '员工旅游', '员工食堂', '带薪年假']
商品数据分析专员（服装类）,北京嘉润繁荣服装服饰有限公司,民营公司 ,150-500人 ,"服装/纺织/皮革,快速消费品(食品、饮料、化妆品)",北京,4.5,6千/月,无工作经验,,['周末双休', '带薪年假', '五险一金', '包吃', '专业培训', '绩效奖金'],,,,
数据分析岗,太平洋人寿保险北京分公司,#VALUE!,#VALUE!,#VALUE!,北京,6,8千/月,,,,,,,,,,,,
数据分析,北京凯蓝盛世品牌管理有限公司,民营公司 ,1000-5000人 ,"批发/零售,快速消费品(食品、饮料、化妆品)",北京-大兴区,4.5,6千/月,1年经验,大专,,,,,,,,,,
数据分析员,北京恰歌国际服饰有限公司,民营公司 ,50-150人 ,服装/纺织/皮革,北京-通州区,5,6千/月,无工作经验,本科,['年终奖金', '绩效奖金', '包吃', '带薪年假', '五险', '包住宿', '专业培训', '通讯补贴', '餐饮补贴', '交通补贴']
数据分析专员（接收应届毕业生）,北京赛科昌盛医药有限责任公司,国企 ,1000-5000人 ,制药/生物工程,北京-朝阳区,4,6千/月,无工作经验,,['五险一金', '补充医疗保险', '免费班车', '交通补贴', '餐饮补贴', '绩效奖金', '年终奖金', '定期体检'],,
服装商品数据分析,北京威克多制衣中心,民营公司 ,1000-5000人 ,服装/纺织/皮革,北京-大兴区,6,8千/月,3-4年经验,大专,['免费班车', '全勤奖', '节日福利', '带薪年假', '五险一金', '员工旅游', '专业培训', '餐饮补贴', '定期体检'],
生鲜连锁招聘&数据分析员（包吃住）,北京地利农副产品经营有限公司,民营公司 ,10000人以上 ,"快速消费品(食品、饮料、化妆品),批发/零售",北京-大兴区,0.6,1万/月,1年经验,大专,['包食宿', '弹性工作', '包吃', '包三餐', '包住宿', '住房补贴', '餐饮补贴', '地利生鲜超市', '高薪', '上六休一']
生物信息（NGS数据分析）,陆道培医疗集团,民营公司 ,500-1000人 ,医疗/护理/卫生,北京-大兴区,6,8千/月,无工作经验,硕士,['五险一金', '免费班车', '员工旅游', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金'],,
高级数据产品经理-玩乐事业部J12316,去哪儿网玩乐事业部,上市公司 ,10000人以上 ,互联网/电子商务,北京-海淀区,2.5,3万/月,无工作经验,,,,,,,,,,,
数据分析工程师-专车事业部J12459,去哪儿网专车事业部,上市公司 ,150-500人 ,"互联网/电子商务,酒店/旅游",北京,1.5,2万/月,3-4年经验,本科,['五险一金', '餐饮补贴', '弹性工作', '出国机会', '绩效奖金'],,,,,
高级数据产品分析师—平台事业部(J12701),去哪儿网平台事业部,上市公司 ,1000-5000人 ,"互联网/电子商务,酒店/旅游",北京-海淀区,2,2.5万/月,无工作经验,,,,,,,,,,,
大数据分析挖掘师-机票事业部(J12941),去哪儿网机票事业部,上市公司 ,1000-5000人 ,"互联网/电子商务,酒店/旅游",北京-海淀区,2.5,4万/月,5-7年经验,本科,['带薪年假', '五险一金', '周末双休'],,,,,,,
数据分析专员(10023585),宜信普惠信息咨询（北京）有限公司,#VALUE!,#VALUE!,#VALUE!,北京,1.5,2万/月,,,,,,,,,,,,
数据分析1506,宜信普诚信用管理（北京）有限公司,#VALUE!,#VALUE!,#VALUE!,北京,6,8千/月,,,,,,,,,,,,
游戏产品运营（数据分析方向）(3409),完美世界（北京）总部/完美时空,外资（欧美） ,影视/媒体/艺术/文化,#VALUE!,北京,1,1.5万/月,1年经验,本科,['五险一金', '补充医疗保险', '餐饮补贴', '绩效奖金', '年终奖金', '定期体检'],,,,
1111BN-数据科学家（医疗数据分析建模）,平安科技（深圳）有限公司,民营公司 ,1000-5000人 ,"互联网/电子商务,计算机软件",北京-朝阳区,2,2.5万/月,2年经验,硕士,['五险一金', '绩效奖金', '带薪年假'],,,,,,,
00151-微博机器学习团队——数据分析中高级工程师,新浪微博,民营公司 ,500-1000人 ,互联网/电子商务,北京,4,7万/月,5-7年经验,本科,['五险一金', '免费班车', '交通补贴', '年终奖金', '绩效奖金', '通讯补贴', '专业培训', '餐饮补贴', '餐补', '定期体检']
Manager-Data analyst-risk assurance_BJ,PwC 普华永道,外资（欧美） ,1000-5000人 ,"专业服务(咨询、人力资源、财会),会计/审计",北京,,,5-7年经验,本科,,,,,,,,,,
Advanced Specialist Data Analytics 资深数据分析专员,华晨宝马汽车有限公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,,,,,,,,,,,,,,
数据分析员,西安杨森制药有限公司,合资 ,1000-5000人 ,"制药/生物工程,医疗/护理/卫生",北京,6,8千/月,无工作经验,本科,,,,,,,,,,
高级数据仓库工程师,亚信软件研发中心PRD,民营公司 ,50-150人 ,计算机软件,北京-海淀区,1,2万/月,5-7年经验,本科,,,,,,,,,,
数据分析主任,好丽友食品有限公司,#VALUE!,#VALUE!,#VALUE!,北京,,,,,,,,,,,,,,
数据分析专员,北京速优装饰有限公司,民营公司 ,150-500人 ,"建筑/建材/工程,家居/室内设计/装潢",北京-朝阳区,6,8千/月,无工作经验,本科,['五险一金', '补充医疗保险', '员工旅游', '专业培训', '做五休二', '带薪年假', '节日福利'],,,
数据分析岗（哈尔滨银行）,哈尔滨银行股份有限公司,上市公司 ,10000人以上 ,银行,北京-丰台区,6,8千/月,2年经验,本科,['五险一金', '专业培训', '绩效奖金'],,,,,,,
市场研究经理,北京风行盛世文化传播有限公司,民营公司 ,50-150人 ,"互联网/电子商务,影视/媒体/艺术/文化传播",北京,1.2,1.5万/月,5-7年经验,本科,['五险一金', '餐饮补贴', '通讯补贴', '年终奖金', '带薪年假', '定期体检'],,,,
资产保全部数据分析专员,华泰汽车金融有限公司,合资 ,150-500人 ,"银行,金融/投资/证券",北京-朝阳区,6,7千/月,1年经验,本科,['带薪年假', '五险一金', '通讯补贴', '餐饮补贴', '交通补贴', '年终奖金', '定期体检'],,,
运营数据分析-互联网事业部,大童保险销售服务有限公司,合资 ,10000人以上 ,保险,北京-朝阳区,0.8,1.5万/月,2年经验,本科,['五险一金', '补充医疗保险', '年终奖金', '绩效奖金', '专业培训', '定期体检'],,,,
大数据分析工程师（中国化工集团千人博士计划）,昊华工程有限公司,国企 ,150-500人 ,石油/化工/矿产/地质,北京-顺义区,1.5,2万/月,无工作经验,博士,['五险一金', '补充医疗保险', '免费班车', '餐饮补贴', '定期体检', '绩效奖金'],,,,
咨询顾问（数据分析方向）,上海博阳精讯信息科技有限公司,民营公司 ,50-150人 ,计算机服务(系统、数据服务、维修),北京-东城区,0.5,1万/月,无工作经验,本科,['五险一金', '定期体检', '年终奖金'],,,,,,,
北京链家-数据分析员,北京链家房地产经纪有限公司-BJ039,民营公司 ,10000人以上 ,"房地产,中介服务",北京-朝阳区,6,8千/月,无工作经验,本科,['周末双休', '带薪年假', '五险一金', '绩效奖金', '餐饮补贴', '节日福利'],,,,
风控-数据分析,人人行（借贷宝）,民营公司 ,1000-5000人 ,"金融/投资/证券,互联网/电子商务",北京-朝阳区,1,1.5万/月,无工作经验,本科,,,,,,,,,,
前端开发工程师（大数据）,厦门唐普信息技术有限公司,民营公司 ,50-150人 ,"计算机软件,互联网/电子商务",北京,1,2万/月,3-4年经验,本科,['五险一金', '免费班车', '交通补贴', '餐饮补贴', '通讯补贴', '出国机会', '绩效奖金', '年终奖金', '弹性工作', '员工旅游']
能源数据分析研究员,清华大学能源互联网创新研究院,事业单位 ,150-500人 ,"新能源,学术/科研",北京-海淀区,0.8,1.5万/月,无工作经验,硕士,['五险一金', '绩效奖金', '补充医疗保险', '定期体检', '年终奖金'],,,,,
数据分析专员,北京麦康集团,民营公司 ,150-500人 ,"医疗设备/器械,制药/生物工程",北京-朝阳区,0.5,1万/月,2年经验,本科,['周末双休', '带薪年假', '五险一金', '餐饮补贴', '高温补贴'],,,,,
大数据分析工程师（态势感知方向）（北京）,杭州安恒信息技术有限公司,民营公司 ,500-1000人 ,计算机软件,北京-海淀区,1.8,2.5万/月,3-4年经验,本科,['五险一金', '周末双休', '节日福利', '弹性工作', '年终奖金', '员工旅游', '补充医疗保险', '定期体检'],,
数据分析,上海全成通信技术有限公司,民营公司 ,150-500人 ,"通信/电信运营、增值服务,计算机软件",北京,3,4.5千/月,1年经验,本科,,,,,,,,,,
Data Analyst,北京兆易创新科技股份有限公司,上市公司 ,150-500人 ,电子技术/半导体/集成电路,北京,,,10年以上经验,本科,['五险一金', '年终奖金', '补充医疗保险', '交通补贴', '餐饮补贴', '通讯补贴', '定期体检'],,,
数据分析（商品）,气味图书馆,民营公司 ,50-150人 ,"批发/零售,贸易/进出口",北京-朝阳区,6,8千/月,无工作经验,,['周末双休', '带薪年假', '五险一金', '节日福利'],,,,,,
数据分析专家,成都睿远企业管理咨询有限公司,民营公司 ,50-150人 ,专业服务(咨询、人力资源、财会),异地招聘,40,60万/年,5-7年经验,硕士,['五险一金', '员工旅游', '专业培训', '绩效奖金', '定期体检', '员工生日福利'],,,,
数据分析专员,麒麟合盛网络技术股份有限公司,民营公司 ,150-500人 ,"计算机软件,互联网/电子商务",北京-朝阳区,0.8,1.5万/月,无工作经验,,['五险一金', '餐饮补贴', '绩效奖金', '弹性工作', '年终奖金', '节日礼物', '扁平管理', '定期体检', '发展空间大', '带薪年假']
数据分析专员/主管,尼尔森网联媒介数据服务有限公司北京分公司,合资 ,150-500人 ,"专业服务(咨询、人力资源、财会),广告",北京-朝阳区,4,7千/月,无工作经验,,['五险一金', '补充医疗保险', '员工旅游', '年终奖金', '绩效奖金', '弹性工作'],,,,
数据分析师助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
金融数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
J金融数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
H数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
G数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
D数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
C数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-丰台区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
B数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
